%time,field.header.seq,field.header.stamp,field.header.frame_id,field.ns,field.id,field.type,field.action,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.scale.x,field.scale.y,field.scale.z,field.color.r,field.color.g,field.color.b,field.color.a,field.lifetime,field.frame_locked,field.points0.x,field.points0.y,field.points0.z,field.text,field.mesh_resource,field.mesh_use_embedded_materials
1580560116877975593,177,1580560116877579927,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.0927714407444,0.0375229641795,0.47800001502,,,0
1580560116947969596,178,1580560116947731971,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.100015059114,0.0354552716017,0.47800001502,,,0
1580560116997534214,179,1580560116997308015,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.104154266417,0.0364891178906,0.47800001502,,,0
1580560117117467810,180,1580560117117105960,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.103550933301,0.0356036201119,0.480000019073,,,0
1580560117167249521,181,1580560117166976928,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.106223873794,0.0364891178906,0.47800001502,,,0
1580560117244969089,182,1580560117244703054,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.107931859791,0.0377584658563,0.481000036001,,,0
1580560117352619427,183,1580560117352161884,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.109879367054,0.0391214489937,0.485000014305,,,0
1580560117406401336,184,1580560117406163930,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.116503931582,0.0440919548273,0.482000023127,,,0
1580560117454016152,185,1580560117453697919,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.118836894631,0.0452280938625,0.483000010252,,,0
1580560117504201473,186,1580560117503865957,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.122510008514,0.0460811518133,0.481000036001,,,0
1580560117552469855,187,1580560117552098989,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.122510008514,0.0471214875579,0.481000036001,,,0
1580560117610252246,188,1580560117609992980,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.125110656023,0.0483620762825,0.483000010252,,,0
1580560117665907863,189,1580560117665416955,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.131607487798,0.0532525591552,0.480000019073,,,0
1580560117719411636,190,1580560117719105958,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.131607487798,0.0542907305062,0.480000019073,,,0
1580560117770863203,191,1580560117770590066,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.132922977209,0.0554441772401,0.481000036001,,,0
1580560117820100380,192,1580560117819854021,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.132922977209,0.0575248487294,0.481000036001,,,0
1580560117873055119,193,1580560117872684001,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.134444221854,0.0593576766551,0.479000031948,,,0
1580560117923682517,194,1580560117923402070,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.139629051089,0.0603936910629,0.479000031948,,,0
1580560117977811795,195,1580560117977559089,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.142441958189,0.0633691474795,0.47800001502,,,0
1580560118026501509,196,1580560118026245117,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.142143964767,0.0683950036764,0.477000027895,,,0
1580560118082793627,197,1580560118082422018,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.143176615238,0.0683950036764,0.477000027895,,,0
1580560118135703822,198,1580560118135421037,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.144511565566,0.0695722326636,0.47800001502,,,0
1580560118213046370,199,1580560118212794065,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.145241886377,0.0704583674669,0.477000027895,,,0
1580560118355491932,200,1580560118355249881,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.146459847689,0.0720895528793,0.481000036001,,,0
1580560118404744620,201,1580560118404362916,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.148961767554,0.0759338364005,0.479000031948,,,0
1580560118457768543,202,1580560118457406044,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.149272754788,0.0771305337548,0.480000019073,,,0
1580560118513906641,203,1580560118513566017,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.149272754788,0.0771305337548,0.480000019073,,,0
1580560118574540530,204,1580560118574176073,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.150938168168,0.0784944146872,0.482000023127,,,0
1580560118666535179,205,1580560118666289091,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.153242900968,0.0791458189487,0.486000031233,,,0
1580560118715474547,206,1580560118715238094,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.154388204217,0.0828359127045,0.483000010252,,,0
1580560118764613739,207,1580560118764218091,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.154068559408,0.083706907928,0.482000023127,,,0
1580560118829351458,208,1580560118829077959,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.156077459455,0.0831789150834,0.485000014305,,,0
1580560118881421179,209,1580560118880950927,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.156803429127,0.0840542390943,0.48400002718,,,0
1580560118930698344,210,1580560118930341958,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.161037996411,0.0856139138341,0.481000036001,,,0
1580560118982666417,211,1580560118982398033,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.162079304457,0.0856139138341,0.481000036001,,,0
1580560119068079278,212,1580560119067831993,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.164503186941,0.0868344008923,0.482000023127,,,0
1580560119118577517,213,1580560119118221044,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.165898859501,0.0927031338215,0.480000019073,,,0
1580560119168294961,214,1580560119168061971,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.166242420673,0.0933507159352,0.47800001502,,,0
1580560119237525207,215,1580560119237261056,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.166242420673,0.0933507159352,0.47800001502,,,0
1580560119295517191,216,1580560119295213937,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.166242420673,0.0943845659494,0.47800001502,,,0
1580560119377850489,217,1580560119377424955,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.166590213776,0.0945820212364,0.479000031948,,,0
1580560119430342167,218,1580560119430038928,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.166590213776,0.095618031919,0.479000031948,,,0
1580560119483051026,219,1580560119482646942,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.169368371367,0.094976939261,0.481000036001,,,0
1580560119536745584,220,1580560119536437988,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.170409664512,0.094976939261,0.481000036001,,,0
1580560119589301954,221,1580560119588983058,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.173172771931,0.0989321693778,0.480000019073,,,0
1580560119645822529,222,1580560119645519971,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.174255102873,0.100595161319,0.483000010252,,,0
1580560119717016759,223,1580560119716610908,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.178437620401,0.101639822125,0.483000010252,,,0
1580560119778155861,224,1580560119777899980,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.181276395917,0.102060690522,0.485000014305,,,0
1580560119833050361,225,1580560119832746028,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.185858651996,0.104373425245,0.486000031233,,,0
1580560119882421999,226,1580560119882138967,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.184806540608,0.105424575508,0.486000031233,,,0
1580560119934017117,227,1580560119933794021,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.18901501596,0.10647572577,0.486000031233,,,0
1580560119981045614,228,1580560119980640888,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.189403936267,0.107748121023,0.487000018358,,,0
1580560120056652693,229,1580560120056400060,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.19685049355,0.113939374685,0.482000023127,,,0
1580560120110647739,230,1580560120110223054,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.193076387048,0.116265080869,0.483000010252,,,0
1580560120161164829,231,1580560120160789012,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.198715090752,0.116505801678,0.48400002718,,,0
1580560120215371148,232,1580560120215123891,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.198715090752,0.117552623153,0.48400002718,,,0
1580560120274328220,233,1580560120274091005,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.199762880802,0.117552623153,0.48400002718,,,0
1580560120326650303,234,1580560120326369047,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.199762880802,0.117552623153,0.48400002718,,,0
1580560120374802916,235,1580560120374558925,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.199125662446,0.117795497179,0.485000014305,,,0
1580560120429577639,236,1580560120429301977,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.19953623414,0.119089528918,0.486000031233,,,0
1580560120492200952,237,1580560120491919994,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.199946790934,0.119334563613,0.487000018358,,,0
1580560120571390775,238,1580560120571146965,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.200767934322,0.119824647903,0.489000022411,,,0
1580560120623153204,239,1580560120622908115,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.205002397299,0.121939919889,0.489000022411,,,0
1580560120676892963,240,1580560120676606893,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.205002397299,0.121939919889,0.489000022411,,,0
1580560120727692019,241,1580560120727312088,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.204163938761,0.122494503856,0.487000018358,,,0
1580560120782340507,242,1580560120781929016,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.202885165811,0.122997559607,0.489000022411,,,0
1580560120860534286,243,1580560120860268115,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.203300058842,0.124308891594,0.490000009537,,,0
1580560120911544097,244,1580560120911174058,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.203943789005,0.125112831593,0.489000022411,,,0
1580560120962198960,245,1580560120961956024,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.203943789005,0.125112831593,0.489000022411,,,0
1580560121013972638,246,1580560121013695955,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.204777911305,0.125624552369,0.491000026464,,,0
1580560121083722455,247,1580560121083440065,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.204129859805,0.125880390406,0.49200001359,,,0
1580560121141358195,248,1580560121140985965,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.205194965005,0.12694452703,0.49200001359,,,0
1580560121201284041,249,1580560121200778961,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.206029102206,0.127460569143,0.494000017643,,,0
1580560121254369014,250,1580560121254079103,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.206446170807,0.127718582749,0.495000034571,,,0
1580560121306331315,251,1580560121306061983,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.206446170807,0.127718582749,0.495000034571,,,0
1580560121359419142,252,1580560121358974933,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.205789446831,0.129049375653,0.496000021696,,,0
1580560121410905416,253,1580560121410471916,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.204052478075,0.132534384727,0.497000008821,,,0
1580560121486789887,254,1580560121486468076,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.207449033856,0.130090087652,0.5,,,0
1580560121599459593,255,1580560121599215030,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.206619247794,0.133878156543,0.498000025749,,,0
1580560121653942383,256,1580560121653508901,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210033133626,0.134684666991,0.50100004673,,,0
1580560121743058985,257,1580560121742774963,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.209613889456,0.135497242212,0.5,,,0
1580560121816274403,258,1580560121816015958,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211539119482,0.136039242148,0.502000033855,,,0
1580560121879224793,259,1580560121878884077,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.136310234666,0.503000020981,,,0
1580560121934950553,260,1580560121934695959,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211960509419,0.136310234666,0.503000020981,,,0
1580560121993983029,261,1580560121993668079,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211960509419,0.135222315788,0.503000020981,,,0
1580560122052059206,262,1580560122051779985,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211960509419,0.135222315788,0.503000020981,,,0
1580560122110926722,263,1580560122110620975,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.212381899357,0.135491147637,0.504000008106,,,0
1580560122197139698,264,1580560122196759939,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211960509419,0.135222315788,0.503000020981,,,0
1580560122254281953,265,1580560122253995895,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.212381899357,0.135491147637,0.504000008106,,,0
1580560122314361363,266,1580560122314037084,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.135222315788,0.503000020981,,,0
1580560122386334138,267,1580560122385947942,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.212381899357,0.135491147637,0.504000008106,,,0
1580560122443316920,268,1580560122442945003,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.136310234666,0.503000020981,,,0
1580560122536003060,269,1580560122535707950,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.135222315788,0.503000020981,,,0
1580560122618715201,270,1580560122618395090,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210452362895,0.136039242148,0.502000033855,,,0
1580560122689346175,271,1580560122688941001,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.135222315788,0.503000020981,,,0
1580560122752399521,272,1580560122752068042,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.135222315788,0.503000020981,,,0
1580560122806296340,273,1580560122805967092,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210452362895,0.136039242148,0.502000033855,,,0
1580560122863724391,274,1580560122863454103,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210452362895,0.136039242148,0.502000033855,,,0
1580560122956289102,275,1580560122956048965,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210871577263,0.136310234666,0.503000020981,,,0
1580560123012634889,276,1580560123012393951,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.208948552608,0.135768249631,0.50100004673,,,0
1580560123064769000,277,1580560123064519882,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211117744446,0.135768249631,0.50100004673,,,0
1580560123125483274,278,1580560123125142097,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211117744446,0.135768249631,0.50100004673,,,0
1580560123176450254,279,1580560123176091909,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.210452362895,0.136039242148,0.502000033855,,,0
1580560123226696169,280,1580560123226412057,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211539119482,0.136039242148,0.502000033855,,,0
1580560123281977020,281,1580560123281486034,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.211117744446,0.135768249631,0.50100004673,,,0
1580560123341969518,282,1580560123341717958,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.21118311584,0.136835306883,0.509000003338,,,0
1580560123393231924,283,1580560123392849922,/camera_color_optical_frame,marker,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,1.0,0.0,1.0,0,0,0.21727065742,0.140717148781,0.532000005245,,,0
